ID EntryTime(s) STD(s) star end Unloader Loader
20826 59271.47068 66000 53 48 2 T 
20827 59272.28167 64200 4 48 5 C1 
20828 59273.00118 64200 0 50 3 B2 
20829 59274.18878 64200 2 50 5 A1 
20830 59274.9486 64200 5 48 5 C1 
20831 59275.66779 65100 1 50 2 B2 
20832 59277.50833 64200 3 48 5 C1 
20833 59278.31784 65100 2 50 2 B2 
20834 59278.74515 63000 4 49 2 D1 
20835 59279.47066 64200 53 48 5 T 
20836 59280.28176 64800 4 48 1 C1 
20837 59281.20783 65100 0 50 2 B2 
20838 59282.1381 65400 0 50 4 A1 
20839 59282.87427 64200 5 48 5 C1 
20840 59283.87451 65100 1 50 2 B2 
20841 59286.32719 64200 2 50 3 B2 
20842 59287.61368 62400 1 50 4 A1 
20843 59288.27753 64200 3 48 5 C1 
20844 59289.00118 65100 0 50 2 B2 
20845 59291.10005 64200 2 50 3 A1 
20846 59294.04138 63300 0 50 1 A1 
20847 59294.55668 63900 5 49 1 C2 
20848 59296.98272 64800 1 50 1 A1 
20849 59299.9229 63300 2 50 1 A1 
20850 59302.85623 64200 0 50 4 A1 
20851 59305.08463 66000 3 49 2 C2 
20852 59305.78957 65100 1 50 2 A1 
20853 59305.86812 71700 2 49 3 B1 
20854 59306.94848 66600 4 48 4 C1 
20855 59307.78026 66000 4 49 2 C2 
20856 59310.41789 63900 5 49 1 C2 
20857 59311.06833 63900 2 50 2 A1 
20858 59312.98452 64200 1 50 4 B2 
20859 59313.11382 65700 3 49 1 C2 
20860 59314.00166 63900 0 50 2 A1 
20861 59314.94847 70200 5 48 4 C1 
20862 59315.66784 64200 2 50 4 B2 
20863 59315.78038 65700 4 49 1 C2 
20864 59316.07834 64500 5 49 2 D1 
20865 59316.30292 66000 53 48 3 T 
20866 59316.71084 64200 0 50 5 B1 
20867 59318.55044 65700 5 49 1 C2 
20868 59318.85554 71100 3 49 1 D1 
20869 59319.22518 63300 0 50 1 B2 
20870 59319.3775 64200 1 50 4 B1 
20871 59321.11376 65700 3 49 1 C2 
20872 59321.57557 63900 4 49 1 D1 
20873 59321.97613 71700 1 50 2 B2 
20874 59323.89 66000 4 49 2 C2 
20875 59324.49829 64200 2 50 4 B2 
20876 59325.50835 62400 3 48 3 C1 
20877 59326.55042 72600 5 49 2 C2 
20878 59328.17524 62400 4 48 3 C1 
20879 59329.16979 64200 0 50 5 B2 
20880 59330.9441 66000 5 48 3 C1 
20881 59331.83651 64200 1 50 5 B2 
20882 59333.46489 66000 3 48 3 C1 
20883 59334.33452 64200 2 50 4 B2 
20884 59338.94843 66000 4 48 3 C1 
20885 59339.66784 64200 0 50 5 B2 
20886 59341.50845 66000 5 48 3 C1 
20887 59342.31783 64200 1 50 5 B2 
20888 59344.1292 62400 3 48 3 C1 
20889 59344.98451 64200 2 50 4 B2 
20890 59355.75121 63900 3 49 1 C2 
20891 59361.11383 64500 4 49 1 C2 
20892 59363.83659 64500 5 49 1 C2 
20893 59365.50848 63300 4 48 4 C1 
20894 59366.50318 72000 0 50 3 B2 
20895 59367.47143 65400 1 50 3 A1 
20896 59368.27746 66000 5 48 2 C1 
20897 59369.00118 64800 1 50 1 B2 
20898 59369.08486 63900 3 49 1 C2 
20899 59369.63322 66000 5 49 2 D1 
20900 59370.08216 64800 2 50 1 B1 
20901 59370.84179 63300 3 48 4 C1 
20902 59371.75127 63900 4 49 1 C2 
20903 59372.24226 65100 3 49 1 D1 
20904 59374.55657 63900 5 49 1 C2 
20905 59377.22324 63900 3 49 1 C2 
20906 59377.87285 64800 2 50 1 B2 
20907 59378.08217 63300 0 50 1 B1 
20908 59379.78048 64500 4 49 1 C2 
20909 59380.1889 64200 4 49 2 D1 
20910 59381.4806 66000 4 48 2 C1 
20911 59382.41795 63900 5 49 1 C2 
20912 59382.50318 63300 0 50 1 B2 
20913 59384.27741 66000 5 48 2 C1 
20914 59385.20785 63300 1 50 1 B2 
20915 59386.81366 66000 3 48 2 C1 
20916 59387.87446 63300 2 50 1 B2 
20917 59389.50843 66900 4 48 5 C1 
20918 59390.50317 63300 0 50 1 B2 
20919 59392.14205 72900 5 48 2 C1 
20920 59393.20785 63300 1 50 1 B2 
20921 59395.67159 63300 2 50 1 B2 
20922 59397.61082 66900 3 48 5 C1 
20923 59398.54118 64800 0 50 1 B2 
20924 59400.14709 66000 4 48 2 C1 
20925 59401.8918 64800 1 50 1 B2 
20926 59402.94421 71700 5 48 5 C1 
20927 59403.88372 63000 3 49 2 C2 
20928 59404.25853 63300 2 50 1 B2 
20929 59417.08469 63000 4 49 2 C2 
20930 59419.54122 65100 5 49 1 C2 
20931 59419.87451 63900 0 50 2 B2 
20932 59421.98106 64500 3 49 1 C2 
20933 59422.50318 65400 1 50 3 B2 
20934 59422.7449 63000 5 49 1 D1 
20935 59424.48904 64500 4 49 1 C2 
20936 59425.24312 65100 2 50 2 B2 
20937 59427.00426 63000 5 49 2 C2 
20938 59429.33988 64500 3 49 1 C2 
20939 59430.85562 65700 3 49 1 D1 
20940 59431.19217 63900 1 50 2 B1 
20941 59431.90728 63000 4 49 2 C2 
20942 59433.85883 65400 2 50 3 B1 
20943 59434.31002 63000 5 49 2 C2 
20944 59435.58529 64800 3 48 1 C1 
20945 59436.65118 62400 0 50 5 B2 
20946 59436.70054 63000 3 49 2 C2 
20947 59439.20995 63000 4 49 2 C2 
20948 59440.98451 63900 1 50 2 B2 
20949 59446.31779 63900 2 50 2 B2 
20950 59449.16983 63900 0 50 2 B2 
20951 59451.05537 70200 0 49 2 B1 
20952 59451.87452 63900 1 50 2 B2 
20953 59454.54117 63900 2 50 2 B2 
20954 59456.14714 63300 4 48 4 C1 
20955 59456.99385 65400 0 50 3 B2 
20956 59457.53866 64200 5 49 2 C2 
20957 59460.3 63000 4 49 1 D1 
20958 59463.20613 65400 1 50 3 B2 
20959 59467.87452 67500 2 50 1 B2 
20960 59468.19935 63000 3 49 1 C2 
20961 59470.2975 62400 5 48 3 C1 
20962 59470.87211 64200 4 49 2 C2 
20963 59473.53871 63000 5 49 2 C2 
20964 59476.09584 64200 3 49 2 C2 
20965 59478.86603 64200 4 49 2 C2 
20966 59481.8755 62400 1 50 4 B1 
20967 59483.65118 66000 0 50 5 B2 
20968 59484.20543 64200 5 49 2 C2 
20969 59486.7178 64200 3 49 2 C2 
20970 59487.20884 65400 2 50 4 B1 
20971 59491.66785 67500 1 50 2 B2 
20972 59492.06677 63000 4 49 2 C2 
20973 59493.42126 62400 3 48 3 C1 
20974 59494.19469 64200 2 50 5 B2 
20975 59497.18055 65400 0 50 4 B2 
20976 59499.71798 66000 1 50 5 B2 
20977 59502.26588 65400 2 50 4 B2 
20978 59504.76791 65400 0 50 4 B2 
20979 59507.00884 66000 1 50 5 B2 
20980 59509.46854 72900 2 50 1 B2 
20981 59513.10554 62400 0 50 4 B2 
20982 59515.7805 72900 1 50 5 B2 
20983 59516.4995 66600 4 48 4 C1 
20984 59520.11387 72600 2 50 4 B2 
20985 59521.42913 63000 5 49 1 C2 
20986 59524.20548 62400 3 49 2 C2 
20987 59526.65466 63900 4 49 1 C2 
20988 59529.42918 63000 5 49 1 C2 
20989 59532.09595 63000 3 49 1 C2 
20990 59532.18663 65100 5 49 2 D1 
20991 59534.7334 63000 4 49 1 C2 
20992 59540.09592 63000 5 49 1 C2 
20993 59542.87214 62400 3 49 2 C2 
20994 59544.96454 72900 5 48 1 C1 
20995 59545.40003 62400 4 49 2 C2 
20996 59548.19926 63000 5 49 1 C2 
20997 59550.86594 63000 3 49 1 C2 
20998 59562.78078 62400 0 50 4 B2 
20999 59570.96588 62400 1 50 4 B2 
21000 59576.13053 62400 2 50 4 B2 
21001 59577.40001 64500 4 49 2 C2 
21002 59578.57652 68700 53 48 1 T 
21003 59580.09595 64500 5 49 2 C2 
21004 59582.73339 62400 3 49 2 C2 
21005 59582.85708 68700 53 48 1 T 
21006 59587.95901 65400 53 49 1 T 
21007 59588.06679 65100 4 49 2 C2 
21008 59588.2826 63900 3 49 1 D1 
21009 59590.7335 71400 5 49 2 C2 
21010 59593.29227 65400 53 49 1 T 
21011 59593.53258 64500 3 49 2 C2 
21012 59596.09599 64500 4 49 2 C2 
21013 59598.57317 63900 0 50 2 B2 
21014 59601.05249 65400 53 50 3 T 
21015 59603.2574 65400 53 50 3 T 
21016 59608.35901 65400 53 50 4 T 
21017 59609.53873 62400 5 49 2 C2 
21018 59612.20538 65100 3 49 2 C2 
21019 59613.69227 65400 53 50 4 T 
21020 59614.8659 64500 4 49 2 C2 
21021 59618.78134 65400 53 49 3 T 
21022 59620.25729 65400 53 49 3 T 
21023 59621.39147 63900 1 50 2 B2 
21024 59622.08807 68700 53 49 2 T 
21025 59623.25306 65700 53 49 1 T 
21026 59623.65831 65400 53 49 3 T 
21027 59627.20845 68700 53 49 2 T 
21028 59628.60551 65400 53 49 1 T 
21029 59631.71671 65400 53 50 3 T 
21030 59632.50899 68400 53 49 1 T 
21031 59637.5992 68400 53 49 1 T 
21032 59638.86586 66600 5 49 2 C2 
21033 59641.53872 69300 3 49 1 C2 
21034 59642.48806 65700 53 49 1 T 
21035 59644.0668 70200 4 49 2 C2 
21036 59646.47757 63000 5 49 1 C2 
21037 59647.60843 65700 53 49 1 T 
21038 59648.91295 71100 3 49 1 C2 
21039 59651.40979 66600 4 49 1 C2 
21040 59657.40017 66600 5 49 2 C2 
21041 59668.09585 72600 3 49 1 C2 
21042 59673.33911 65400 53 50 3 T 
21043 59676.02245 68700 53 48 1 T 
21044 59678.85778 65400 53 49 3 T 
21045 59681.33913 68700 53 49 2 T 
21046 59681.53598 65400 53 50 4 T 
21047 59714.64761 67500 2 50 3 B2 
21048 59726.68911 65400 53 50 4 T 
21049 59729.56245 65400 53 49 1 T 
21050 59732.02247 68400 53 49 1 T 
21051 59779.31856 66600 53 49 1 T 
21052 59780.19113 65700 53 49 1 T 
21053 59781.98535 65100 53 49 2 T 
21054 59784.65197 63000 53 49 2 T 
21055 59789.98526 65100 53 49 1 T 
21056 59790.89665 66600 4 49 1 C2 
21057 59800.652 63300 53 50 1 T 
21058 59803.31858 65100 53 50 2 T 
21059 59808.65166 64800 53 50 1 T 
21060 59828.70598 64500 5 49 2 C2 
21061 59836.19939 66600 3 49 1 C2 
21062 59838.85558 66000 4 48 2 D1 
21063 59840.18378 65400 0 49 3 B1 
21064 59842.50822 65400 1 49 1 B1 
21065 59843.31856 63000 53 49 1 T 
21066 59844.20529 73500 4 49 2 C2 
21067 59844.93979 70200 2 49 2 B1 
21068 59846.86602 66600 5 49 1 C2 
21069 59846.90879 64800 5 48 1 D1 
21070 59849.41161 66600 3 48 4 D1 
21071 59849.53867 66600 3 49 1 C2 
21072 59850.08216 65400 0 49 1 B1 
21073 59850.81388 64200 3 48 5 C1 
21074 59852.07824 64200 4 48 5 D1 
21075 59852.71079 65400 1 49 1 B1 
21076 59853.48049 64200 4 48 5 C1 
21077 59854.43883 65400 0 50 3 B2 
21078 59854.74495 64200 5 48 5 D1 
21079 59854.76257 71100 4 49 1 C2 
21080 59855.20878 65400 2 49 1 B1 
21081 59856.22789 64200 5 48 5 C1 
21082 59857.03032 65400 1 50 3 B2 
21083 59857.4001 66000 5 49 2 C2 
21084 59857.63338 65400 3 49 3 D1 
21085 59858.04417 63900 0 50 2 B1 
21086 59860.30011 65400 4 49 1 D1 
21087 59860.52571 65400 1 49 1 B1 
21088 59860.80397 66000 53 48 2 T 
21089 59861.61513 64200 3 48 5 C1 
21090 59862.85566 66000 5 48 3 D1 
21091 59863.3775 65400 2 50 3 B1 
21092 59863.47066 66600 53 48 4 T 
21093 59865.53881 66000 3 49 2 C2 
21094 59866.96588 63900 2 50 2 B2 
21095 59868.06674 68400 4 49 1 C2 
21096 59869.61102 66000 4 48 3 C1 
21097 59870.81652 66000 5 49 2 C2 
21098 59870.96676 64500 3 49 1 D1 
21099 59871.47067 66900 53 48 5 T 
21100 59872.27754 66000 5 48 3 C1 
21101 59873.57561 64500 4 49 1 D1 
21102 59873.735 63900 2 50 2 A1 
21103 59874.84168 66000 3 48 3 C1 
21104 59874.96588 63900 0 50 2 B2 
21105 59876.30008 63000 5 49 2 D1 
21106 59876.90554 64200 0 50 4 A1 
21107 59877.46386 63900 1 50 2 B2 
21108 59877.61497 66000 4 48 3 C1 
21109 59879.47059 64800 53 48 1 T 
21110 59880.06808 64200 1 50 5 A1 
21111 59880.2992 63900 2 50 2 B2 
21112 59881.41177 65100 3 49 1 D1 
21113 59882.94421 73200 5 48 3 C1 
21114 59883.00382 63900 0 50 2 B2 
21115 59883.04182 64200 2 50 5 A1 
21116 59885.45653 63900 1 50 2 B2 
21117 59885.61081 66000 3 48 3 C1 
21118 59888.33721 69900 2 50 4 B2 
21119 59889.53884 64200 3 49 2 C2 
21120 59889.73105 64800 0 50 1 A1 
21121 59890.80096 63900 0 50 2 B2 
21122 59890.94836 68700 4 48 1 C1 
21123 59893.24982 66000 1 50 5 A1 
21124 59893.46388 63900 1 50 2 B2 
21125 59894.76248 64200 4 49 2 C2 
21126 59895.64589 66600 53 49 2 T 
21127 59900.09586 64200 5 49 2 C2 
21128 59902.01354 65100 2 50 2 A1 
21129 59903.19217 65400 0 49 3 B1 
21130 59906.84181 64800 5 48 1 C1 
21131 59907.68783 67500 2 50 2 B2 
21132 59908.99458 63300 0 50 1 A1 
21133 59909.50835 64800 3 48 1 C1 
21134 59910.33554 67500 0 50 2 B2 
21135 59910.87216 64200 3 49 2 C2 
21136 59911.4155 64800 1 50 1 B1 
21137 59911.93591 64200 1 50 4 A1 
21138 59912.27761 63300 4 48 4 C1 
21139 59913.57545 66900 4 48 5 D1 
21140 59914.08216 65400 2 50 4 B1 
21141 59914.93844 65400 2 50 4 A1 
21142 59914.94425 73200 5 48 4 C1 
21143 59916.09596 64200 4 49 2 C2 
21144 59916.71078 65400 0 49 3 B1 
21145 59918.76257 64200 5 49 2 C2 
21146 59920.14704 64200 3 48 5 C1 
21147 59921.4001 64200 3 49 2 C2 
21148 59922.79721 67500 1 50 3 B2 
21149 59922.94837 64800 4 48 1 C1 
21150 59924.19925 64200 4 49 2 C2 
21151 59925.61519 64800 5 48 1 C1 
21152 59925.67054 64800 2 50 1 B2 
21153 59928.2816 64200 3 48 5 C1 
21154 59928.29921 70500 0 50 5 B2 
21155 59929.52215 66000 5 49 2 D1 
21156 59929.53261 65100 5 49 2 C2 
21157 59930.78075 64800 1 50 1 B2 
21158 59932.07837 63900 3 49 1 D1 
21159 59933.67053 64800 2 50 1 B2 
21160 59934.74508 63900 4 49 1 D1 
21161 59936.13429 64800 0 50 1 B2 
21162 59936.17503 64800 4 48 1 C1 
21163 59938.94835 64800 5 48 1 C1 
21164 59940.24226 65700 5 49 1 D1 
21165 59941.67055 67500 1 50 3 B2 
21166 59942.76264 63900 3 49 1 C2 
21167 59944.29921 73200 2 50 2 B2 
21168 59949.44721 65400 0 50 3 B2 
21169 59949.50839 64200 3 48 5 C1 
21170 59952.82796 64200 0 50 3 A1 
21171 59953.39996 63900 4 49 1 C2 
21172 59956.06668 63900 5 49 1 C2 
21173 59960.14719 66900 4 48 5 C1 
21174 59962.81374 66900 5 48 5 C1 
21175 59963.66883 65100 1 50 2 B2 
21176 59965.61524 66600 3 48 4 C1 
21177 59966.16129 64200 1 50 3 A1 
21178 59966.86592 63900 3 49 1 C2 
21179 59967.19216 66000 1 50 5 B1 
21180 59969.11388 65100 2 50 2 B2 
21181 59969.42926 63900 4 49 1 C2 
21182 59969.85883 65100 2 50 2 B1 
21183 59973.61513 66900 4 48 5 C1 
21184 59974.8721 63900 5 49 1 C2 
21185 59976.11388 65100 0 50 2 B2 
21186 59976.7118 65400 0 49 3 B1 
21187 59977.3822 63900 3 49 1 C2 
21188 59978.94409 66000 5 48 2 C1 
21189 59978.96588 65100 1 50 2 B2 
21190 59981.50854 66000 3 48 2 C1 
21191 59982.90887 64200 3 49 2 D1 
21192 59984.13049 65400 2 50 4 B2 
21193 59984.17503 66000 4 48 2 C1 
21194 59986.78054 65400 0 50 4 B2 
21195 59986.84179 66000 5 48 2 C1 
21196 59988.29987 64200 4 49 2 D1 
21197 59989.48037 66000 3 48 2 C1 
21198 59989.67055 65100 1 50 2 B2 
21199 59990.90891 66600 5 49 1 D1 
21200 59992.17504 66000 4 48 2 C1 
21201 59992.3372 65400 2 50 4 B2 
21202 59993.53872 64200 4 49 2 C2 
21203 59994.78987 67500 0 50 1 B2 
21204 59996.06673 63900 5 49 1 C2 
21205 59996.18896 63000 3 49 1 D1 
21206 59998.73346 64500 3 49 2 C2 
21207 60000.13054 67500 1 50 1 B2 
21208 60003.00387 65100 2 50 2 B2 
21209 60004.19926 64500 4 49 2 C2 
21210 60005.46486 66000 5 48 2 C1 
21211 60010.5857 64200 3 48 5 C1 
21212 60014.44716 64200 0 50 5 B2 
21213 60017.01708 65400 1 50 3 B2 
21214 60017.5325 64500 5 49 2 C2 
21215 60017.8755 64200 1 50 3 B1 
21216 60020.54217 64200 2 50 5 B1 
21217 60022.43888 64200 2 50 5 B2 
21218 60028.19935 65700 3 49 1 C2 
21219 60030.70337 66000 4 49 2 C2 
21220 60033.17149 64500 5 49 2 C2 
21221 60035.68332 65700 3 49 1 C2 
21222 60037.46388 64200 0 50 5 B2 
21223 60038.85558 64500 4 49 2 D1 
21224 60040.13054 64200 1 50 5 B2 
21225 60041.41159 64500 5 49 2 D1 
21226 60042.4369 65700 4 49 1 C2 
21227 60042.78053 66000 2 50 5 B2 
21228 60045.48051 69900 4 48 3 C1 
21229 60045.63249 66000 0 50 5 B2 
21230 60048.13053 66000 1 50 5 B2 
21231 60050.43697 64500 5 49 1 C2 
21232 60050.78055 64200 2 50 5 B2 
21233 60053.67055 64200 0 50 5 B2 
21234 60055.77017 65700 3 49 1 C2 
21235 60056.3372 64200 1 50 5 B2 
21236 60058.78988 64200 2 50 5 B2 
21237 60060.30002 66600 3 49 2 D1 
21238 60061.00016 65700 4 49 1 C2 
21239 60061.48049 66600 5 48 4 C1 
21240 60064.29921 65100 0 50 2 B2 
21241 60066.59628 65400 0 49 3 B1 
21242 60069.10954 64500 5 49 1 C2 
21243 60069.61079 66600 3 48 4 C1 
21244 60070.43883 64200 1 50 4 B2 
21245 60071.77625 64500 3 49 1 C2 
21246 60077.10975 64500 4 49 2 C2 
21247 60077.12325 63900 2 50 2 A1 
21248 60083.68788 64200 2 50 4 B2 
21249 60084.71083 63300 1 50 1 B1 
21250 60085.00012 64500 5 49 1 C2 
21251 60087.3775 64200 2 50 4 B1 
21252 60090.04412 65100 3 49 2 C2 
21253 60090.96588 64200 0 50 4 B2 
21254 60093.10365 64500 4 49 1 C2 
21255 60093.46386 64200 1 50 3 B2 
21256 60094.32168 64200 4 48 5 C1 
21257 60095.77631 64500 5 49 2 C2 
21258 60095.99071 64800 2 50 1 B2 
21259 60096.34911 65400 0 50 3 A1 
21260 60098.97656 64200 0 50 3 B2 
21261 60101.514 64200 1 50 4 B2 
21262 60104.05617 64200 2 50 3 B2 
21263 60106.23912 64200 0 50 3 B2 
21264 60111.42855 64200 1 50 3 B2 
21265 60111.77641 63000 3 49 2 C2 
21266 60113.91014 64200 2 50 3 B2 
21267 60119.46656 64200 0 50 3 B2 
21268 60119.77631 64500 4 49 2 C2 
21269 60122.33335 63000 5 49 1 C2 
21270 60124.97096 64500 3 49 2 C2 
21271 60125.48384 72000 1 50 3 B2 
21272 60127.66673 63000 4 49 2 C2 
21273 60130.33357 64500 5 49 1 C2 
21274 60135.14353 63900 3 49 1 C2 
21275 60138.43686 63000 4 49 1 C2 
21276 60140.971 63000 5 49 1 C2 
21277 60146.09521 64200 2 50 4 B2 
21278 60149.00014 63000 3 49 1 C2 
21279 60152.73727 65400 0 50 4 B2 
21280 60155.87966 63300 1 50 1 B2 
21281 60157.10971 63000 4 49 1 C2 
21282 60158.23542 73500 5 48 5 C1 
21283 60158.27966 63300 2 50 1 B2 
21284 60160.69542 73500 0 50 3 B2 
21285 60163.22898 63300 1 50 1 B2 
21286 60167.99286 64200 2 50 4 B2 
21287 60170.30841 64500 5 49 1 C2 
21288 60170.60601 64200 0 50 4 B2 
21289 60173.47965 70800 1 50 1 B2 
21290 60176.10832 63300 2 50 1 B2 
21291 60178.23549 66000 53 48 3 T 
21292 60180.97097 65100 3 49 1 C2 
21293 60183.09227 66000 53 48 3 T 
21294 60183.63755 65100 4 49 1 C2 
21295 60186.43684 64500 5 49 1 C2 
21296 60188.18134 66000 53 48 3 T 
21297 60188.97106 63000 3 49 2 C2 
21298 60191.77631 68700 4 49 2 C2 
21299 60193.05708 66000 53 48 2 T 
21300 60194.15 64500 5 49 2 C2 
21301 60198.15901 66000 53 48 2 T 
21302 60202.43684 65100 3 49 1 C2 
21303 60203.49227 66000 53 48 2 T 
21304 60208.58134 66000 53 48 2 T 
21305 60213.45708 69000 53 48 2 T 
21306 60217.53617 66000 53 49 2 T 
21307 60218.33356 65100 4 49 1 C2 
21308 60218.55901 69000 53 48 2 T 
21309 60222.30902 69300 53 49 1 T 
21310 60222.86954 66000 53 48 2 T 
21311 60223.89227 66000 53 50 5 T 
21312 60225.83329 66000 53 48 3 T 
21313 60227.39919 69300 53 49 1 T 
21314 60228.97101 63000 5 49 2 C2 
21315 60228.98134 66000 53 50 5 T 
21316 60232.28805 66000 53 49 2 T 
21317 60234.43684 71100 3 49 2 C2 
21318 60237.10342 66600 4 49 2 C2 
21319 60237.40844 66000 53 49 2 T 
21320 60239.50053 64500 5 49 1 C2 
21321 60242.02851 63000 3 49 2 C2 
21322 60244.53681 73500 4 49 1 C2 
21323 60253.76194 66600 5 49 2 C2 
21324 60264.53812 66600 3 49 2 C2 
21325 60271.50169 64200 0 50 3 B2 
21326 60272.53206 72300 4 49 1 C2 
21327 60278.89581 69300 53 49 1 T 
21328 60280.3996 70800 5 49 1 C2 
21329 60281.52445 69000 53 48 2 T 
21330 60284.19111 66000 53 50 5 T 
21331 60299.0953 65100 3 49 1 C2 
21332 60320.84384 64200 1 50 4 B2 
21333 60324.25744 66000 53 50 5 T 
21334 60328.27764 65100 4 49 1 C2 
21335 60334.89579 66000 53 48 2 T 
21336 60342.67246 66000 53 49 2 T 
21337 60352.39953 71100 5 49 1 C2 
21338 60368.06084 72000 3 49 2 C2 
21339 60384.65194 65700 53 49 1 T 
21340 60390.67245 66000 53 48 2 T 
21341 60392.65177 65400 53 50 3 T 
21342 60397.98525 67500 53 50 3 T 
21343 60400.65192 63900 53 49 1 T 
21344 60401.71185 70800 4 49 2 C2 
21345 60403.3185 65400 53 50 4 T 
21346 60405.98508 67500 53 50 2 T 
21347 60408.65198 63900 53 50 2 T 
21348 60437.43278 65400 0 49 3 B1 
21349 60440.556 73500 5 49 2 C2 
21350 60442.19516 67500 53 50 1 T 
21351 60442.35512 65400 1 49 3 B1 
21352 60443.50658 65700 3 49 1 C2 
21353 60444.1888 66000 4 48 2 D1 
21354 60445.50849 69000 3 48 2 C1 
21355 60446.00782 65700 4 49 1 C2 
21356 60446.85553 64200 5 48 5 D1 
21357 60447.19216 65400 2 49 3 B1 
21358 60448.81132 64200 2 50 5 B2 
21359 60449.5755 66900 3 48 5 D1 
21360 60450.13759 65400 53 49 3 T 
21361 60452.3 69900 4 48 3 D1 
21362 60453.6109 70200 4 48 4 C1 
21363 60453.87139 70500 5 49 1 C2 
21364 60455.4155 64800 0 50 1 B1 
21365 60456.1751 72900 5 48 1 C1 
21366 60456.5382 65100 3 49 2 C2 
21367 60457.4117 65400 5 49 1 D1 
21368 60458.04411 65400 1 49 3 B1 
21369 60459.15113 65100 4 49 2 C2 
21370 60460.18902 64500 3 49 1 D1 
21371 60460.74878 70200 2 49 2 B1 
21372 60460.80403 65400 53 49 1 T 
21373 60461.47965 64800 0 50 1 B2 
21374 60461.61078 64200 3 48 5 C1 
21375 60462.96671 64500 4 49 1 D1 
21376 60463.41545 65400 0 49 3 B1 
21377 60464.27746 64200 4 48 5 C1 
21378 60464.42867 71700 5 49 1 C2 
21379 60464.81127 64800 1 50 1 B2 
21380 60465.41176 65400 5 49 3 D1 
21381 60465.87925 65400 1 49 3 B1 
21382 60467.09427 64800 2 50 1 B2 
21383 60467.15113 65100 3 49 2 C2 
21384 60468.0785 64200 3 49 2 D1 
21385 60469.48045 64200 5 48 5 C1 
21386 60469.59908 64800 0 50 1 B2 
21387 60470.90878 66000 4 48 2 D1 
21388 60472.12937 64200 3 48 5 C1 
21389 60472.17851 64800 1 50 1 B2 
21390 60474.59036 64800 2 50 1 B2 
21391 60474.94129 65400 1 50 3 A1 
21392 60479.47057 66000 53 48 2 T 
21393 60480.14631 72000 0 50 3 B2 
21394 60480.27753 64200 4 48 5 C1 
21395 60480.67462 64800 2 50 1 A1 
21396 60481.57551 64200 5 49 2 D1 
21397 60482.94834 64200 5 48 5 C1 
21398 60485.25631 72900 1 50 1 B2 
21399 60485.61485 64200 3 48 5 C1 
21400 60486.55873 64200 0 50 3 A1 
21401 60487.9396 64800 2 50 1 B2 
21402 60488.27754 64200 4 48 5 C1 
21403 60490.07751 64200 1 50 3 A1 
21404 60493.27299 71700 0 50 2 B2 
21405 60493.47062 65100 2 50 2 A1 
21406 60493.87159 72600 4 49 2 C2 
21407 60496.40396 65100 0 50 2 A1 
21408 60497.6332 64800 3 48 1 D1 
21409 60498.81386 66000 5 48 2 C1 
21410 60499.37084 66000 1 50 5 A1 
21411 60499.69221 66000 53 48 3 T 
21412 60500.1888 66600 4 48 4 D1 
21413 60502.76396 65400 2 50 4 A1 
21414 60503.41545 65400 2 49 1 B1 
21415 60504.2818 66000 3 48 2 C1 
21416 60504.4286 65100 5 49 1 C2 
21417 60504.92299 65100 1 50 2 B2 
21418 60505.69729 67500 0 50 3 A1 
21419 60508.53482 65100 0 50 2 B1 
21420 60508.64007 64800 1 50 1 A1 
21421 60509.86536 63900 3 49 1 C2 
21422 60510.74497 64800 5 48 1 D1 
21423 60512.13474 67500 2 50 1 A1 
21424 60512.28167 68700 4 48 1 C1 
21425 60512.53814 65700 4 49 1 C2 
21426 60513.85878 65400 1 49 1 B1 
21427 60515.0954 65700 5 49 1 C2 
21428 60516.5255 65100 2 50 2 B1 
21429 60517.27299 67500 2 50 3 B2 
21430 60517.53856 66600 5 48 4 C1 
21431 60517.73285 63900 3 49 1 C2 
21432 60518.90892 63900 3 49 1 D1 
21433 60519.3775 65400 0 49 1 B1 
21434 60520.40363 63900 4 49 1 C2 
21435 60521.41178 64500 4 49 2 D1 
21436 60521.87549 65400 1 49 1 B1 
21437 60522.58965 67500 0 50 3 B2 
21438 60522.94415 66600 3 48 4 C1 
21439 60524.30003 66000 5 49 2 D1 
21440 60525.47966 67500 1 50 3 B2 
21441 60525.61081 66600 4 48 4 C1 
21442 60525.8716 63900 5 49 1 C2 
21443 60527.94341 64200 2 50 5 B2 
21444 60528.2776 66600 5 48 4 C1 
21445 60530.81298 64200 0 50 5 B2 
21446 60531.09537 65700 3 49 1 C2 
21447 60533.26566 64200 1 50 5 B2 
21448 60533.61507 66900 3 48 5 C1 
21449 60536.92294 72600 2 50 4 B2 
21450 60539.49032 64200 0 50 5 B2 
21451 60540.18886 64500 3 49 2 D1 
21452 60542.0018 64200 1 50 5 B2 
21453 60542.60076 63900 0 50 2 A1 
21454 60544.17503 66900 4 48 5 C1 
21455 60544.53634 64200 2 50 5 B2 
21456 60545.54094 67500 1 50 2 A1 
21457 60546.78062 64200 0 50 5 B2 
21458 60546.94846 66900 5 48 5 C1 
21459 60549.50836 66900 3 48 5 C1 
21460 60550.75097 64200 2 50 5 A1 
21461 60554.14524 64200 0 50 4 A1 
21462 60555.09542 68400 4 49 1 C2 
21463 60557.08657 72000 1 50 3 A1 
21464 60557.6109 64800 4 48 1 C1 
